Project,Severity,Status,Line,Message,Component,Debt,Effort,Creation Date
ReportComparator,CRITICAL,OPEN,86,Refactor this function to reduce its Cognitive Complexity from 64 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,54min,54min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,86,"Method ""__init__"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,326,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,377,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,383,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,391,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,391,"Rename this parameter ""containerClass"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,489,"Rename this parameter ""inclusivePop"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,494,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,521,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,540,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,199,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,203,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,206,"Rename this parameter ""nsTuple"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,206,"Rename this parameter ""nodeName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,210,"Rename this parameter ""nsTuple"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,210,"Rename this parameter ""nodeName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,215,"Rename this parameter ""nodeValue"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,88,"Rename this parameter ""namespaceHTMLElements"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,100,"Rename this parameter ""namespaceHTMLElements"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,114,"Rename this local variable ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,115,"Rename this local variable ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,143,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,36min,36min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,148,"Rename function ""serializeElement"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,150,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,156,"Rename this local variable ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,157,"Rename this local variable ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,208,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,293,"Remove the unused local variable ""converted_attributes"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,313,"Rename this parameter ""insertBefore"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,320,"Rename this parameter ""refNode"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,337,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,397,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,88,"Remove the unused local variable ""tag"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,100,"Remove the unused local variable ""attrvalue"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,101,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,120,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,133,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,285,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,233,"Remove the unused local variable ""completed_tag"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_lxml.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,34,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,425,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,431,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,434,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,780,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,22,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/diagnose.py,16min,16min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,187,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/diagnose.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,284,"Rename this field ""nextSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,285,"Rename this field ""previousSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,301,"Rename this field ""replaceWith"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,315,"Rename this field ""replaceWithChildren"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,363,"Rename this field ""_lastRecursiveChild"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,365,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,496,"Rename this field ""findNext"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,504,"Rename this field ""findAllNext"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,511,"Rename this field ""findNextSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,519,"Rename this field ""findNextSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,520,"Rename this field ""fetchNextSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,527,"Rename this field ""findPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,535,"Rename this field ""findAllPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,536,"Rename this field ""fetchPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,543,"Rename this field ""findPreviousSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,551,"Rename this field ""findPreviousSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,552,"Rename this field ""fetchPreviousSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,564,"Rename this field ""findParent"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,572,"Rename this field ""findParents"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,573,"Rename this field ""fetchParents"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,592,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,683,"Rename method ""nextGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,686,"Rename method ""nextSiblingGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,689,"Rename method ""previousGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,692,"Rename method ""previousSiblingGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,695,"Rename method ""parentGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,818,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,818,"Method ""__init__"" has 10 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/bs4/element.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1049,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1126,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,33min,33min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1164,"Rename this local variable ""closeTag"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1226,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1287,"Rename this parameter ""prettyPrint"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1287,"Rename this parameter ""indentLevel"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1335,"Rename this local variable ""stopNode"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1461,Refactor this function to reduce its Cognitive Complexity from 40 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,30min,30min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1500,"Rename this field ""searchTag"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1502,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1503,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1528,Refactor this function to reduce its Cognitive Complexity from 38 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,28min,28min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1529,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1530,"Remove the unused local variable ""result"".",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,99,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/testing.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,245,"Rename method ""assertDoctypeHandled"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/testing.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,425,"Remove the unused local variable ""double_nested_b_tag"".",ReportComparator:venv/Lib/site-packages/bs4/testing.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,580,"Remove the unused local variable ""html"".",ReportComparator:venv/Lib/site-packages/bs4/testing.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,976,"Rename function ""skipIf"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/testing.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,116,"Remove the unused local variable ""builder"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,120,"Remove the unused local variable ""builder1"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,128,"Remove the unused local variable ""has_one"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,129,"Remove the unused local variable ""has_the_other"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,132,"Remove the unused local variable ""lacks_one"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,133,"Remove the unused local variable ""has_the_other"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,145,"Remove the unused local variable ""builder1"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,146,"Remove the unused local variable ""builder2"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_builder_registry.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,13,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/tests/test_docs.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,23,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/tests/test_docs.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,66,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,72,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,78,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,109,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,117,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,122,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,132,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,138,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,144,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_soup.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,846,"Remove the unused local variable ""b"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_tree.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1158,"Remove the unused local variable ""bar_1"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_tree.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1212,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/tests/test_tree.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1379,"Rename function ""t"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/tests/test_tree.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,1819,"Remove the unused local variable ""els"".",ReportComparator:venv/Lib/site-packages/bs4/tests/test_tree.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,81,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/chardistribution.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,83,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/eucjpprober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,174,"Rename this parameter ""logicalProber"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/chardet/hebrewprober.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,174,"Rename this parameter ""visualProber"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/chardet/hebrewprober.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,196,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/chardet/hebrewprober.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,84,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/mbcharsetprober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,77,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/chardet/sbcharsetprober.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,109,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/sbcharsetprober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,36,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/chardet/sbcsgroupprober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,83,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/sjisprober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,111,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/chardet/universaldetector.py,25min,25min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,220,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/chardet/universaldetector.py,32min,32min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,261,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/universaldetector.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,270,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/universaldetector.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,67,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/utf8prober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,71,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/chardet/utf8prober.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,4,"Rename function ""ToASCII"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/idna/compat.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,7,"Rename function ""ToUnicode"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/idna/compat.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,39,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/idna/core.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,67,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/idna/core.py,32min,32min,2019-01-24T12:22:27+0100
